critic,fresh,imdb,publication,quote,review_date,rtid,title
Rene Rodriguez,1,120338,Miami Herald,"Here is a rare opportunity to return to something you once loved, and discover it still holds up, no apologies necessary.",4/2/12,22494,Titanic
David Edelstein,0,120338,Slate,Now it can be told: The Titanic went down because of two distracting smoochers on the poop deck.,1/29/08,22494,Titanic
Todd McCarthy,1,120338,Variety,A spectacular demonstration of what modern technology can contribute to dramatic storytelling.,1/29/08,22494,Titanic
Desson Thomson,0,120338,Washington Post,"Titanic is a good, often stunning movie caught in a three-and-a-half hour drift.",1/29/08,22494,Titanic
Stephen Hunter,1,120338,Washington Post,This is Cameron at his best.,1/29/08,22494,Titanic
Peter Travers,0,120347,Rolling Stone,"If Connery was Sexy Bond and George Lazenby was One-Shot Bond and Roger Moore was Geezer Bond and Timothy Dalton was Bored Bond, then Brosnan should be Posh Bond.",10/24/12,11715,Tomorrow Never Dies
Owen Gleiberman,0,120347,Entertainment Weekly,Bond is just a glorified stuntman now; he's lost his license to thrill.,9/7/11,11715,Tomorrow Never Dies
Jonathan Rosenbaum,0,120347,Chicago Reader,The 18th James Bond movie features the usual saturation bombardment.,11/10/08,11715,Tomorrow Never Dies
Susan Stark,1,120347,Detroit News,,10/18/08,11715,Tomorrow Never Dies
Todd McCarthy,1,120347,Variety,A solid but somewhat by-the-numbers entry in the James Bond cycle.,7/28/08,11715,Tomorrow Never Dies
Geoff Andrew,1,120347,Time Out,"Flawed, but fantastic fun all the same.",6/24/06,11715,Tomorrow Never Dies
Ruthe Stein,1,120347,San Francisco Chronicle,Brosnan is fast becoming the second best 007 -- effortlessly competent and coolly sexy.,6/18/02,11715,Tomorrow Never Dies
Kenneth Turan,0,120347,Los Angeles Times,"Veteran director Roger Spottiswoode has tried to pep the old warhorse up, but the combined inertia of all those pictures over 35 years proves hard to budge.",2/14/01,11715,Tomorrow Never Dies
David Denby,0,120347,New York Magazine,"You won't miss a thing should you leave well before the end. If more can't be found in Bond than this, I wouldn't object, in principle, to that tuxedo's being hung up in the closet for good.",1/1/00,11715,Tomorrow Never Dies
Charles Taylor,0,120347,Salon.com,"Somebody thought it would be a nifty idea for Yeoh, who does her own stunts, to make her Hollywood debut as a Bond Girl. Too bad they weren't smart enough to think of having her make her Hollywood debut as James Bond.",1/1/00,11715,Tomorrow Never Dies
Roger Ebert,1,120347,Chicago Sun-Times,"Gets the job done, sometimes excitingly, often with style.",1/1/00,11715,Tomorrow Never Dies
,0,120347,USA Today,"Lead Pierce Brosnan seems distracted, and even the standard pre-credits production number falls flat before the main story begins.",1/1/00,11715,Tomorrow Never Dies
James Berardinelli,1,120347,ReelViews,The best Bond film in many years.,1/1/00,11715,Tomorrow Never Dies
Janet Maslin,0,120347,New York Times,"This latest film is such a generic action event that it could be any old summer blockbuster, except that its hero is chronically overdressed.",1/1/00,11715,Tomorrow Never Dies
Jay Carr,0,120347,Boston Globe,,1/1/00,11715,Tomorrow Never Dies
,0,315297,Chicago Reader,This thriller seems most interested in lingering over battered and bloodied male faces.,1/5/07,14784,Twisted
,0,315297,Time Out,Sarah Thorpe's screenplay is a compendium of by-the-book cliches; Kaufman's direction leaves the material stranded in a limbo between po-faced and trashy; Judd's approximation of drunkenness is worrying to behold.,2/9/06,14784,Twisted
Rex Reed,0,315297,New York Observer,"The outdated, cliche-riddled direction is so inept and indifferent that it's hard to believe Twisted was lensed by the same Philip Kaufman who made The Right Stuff.",3/11/04,14784,Twisted
Jorge Morales,0,315297,Village Voice,A suspense thriller without thrills or suspense.,3/9/04,14784,Twisted
Charles Taylor,0,315297,Salon.com,"Judd is let down by Twisted because tearful, confused victim doesn't come naturally to her; she's not fun to watch suffer if you can't see her calculating the payback.",3/1/04,14784,Twisted
Richard Roeper,0,315297,Ebert & Roeper,This movie plays like they were reading [Roger Ebert's] little movie glossary and they took every cliche in there.,3/1/04,14784,Twisted
Michael O'Sullivan,0,315297,Washington Post,Gives new meaning to the word 'obvious.',2/27/04,14784,Twisted
Ann Hornaday,0,315297,Washington Post,"A nasty, formulaic and unforgivably obvious procedural.",2/27/04,14784,Twisted
Geoff Pevere,0,315297,Toronto Star,Philip Kaufman's Twisted amalgamates the basic post-feminist woman-cop premises of Silence Of The Lambs and the Prime Suspect TV series so torpidly it feels less like entertainment than a community service sentence.,2/27/04,14784,Twisted
Moira MacDonald,0,315297,Seattle Times,It's all perfectly rote and only occasionally satisfying.,2/27/04,14784,Twisted
Mick LaSalle,0,315297,San Francisco Chronicle,"It begins pretty, and ends up ugly.",2/27/04,14784,Twisted
Jay Boyar,0,315297,Orlando Sentinel,The film is too simple to hold our interest for nearly two hours.,2/27/04,14784,Twisted
Lisa Rose,0,315297,Newark Star-Ledger,A chill-deficient suspense flick that shares too much common ominous ground with [Judd's] past thrillers.,2/27/04,14784,Twisted
Lou Lumenick,0,315297,New York Post,"Utterly devoid of suspense, energy or credibility.",2/27/04,14784,Twisted
Jack Mathews,0,315297,New York Daily News,"We can only regret that this is the kind of script [Kaufman's] being offered these days. Now, that's twisted.",2/27/04,14784,Twisted
Connie Ogle,0,315297,Miami Herald,Bearable but hardly riveting.,2/27/04,14784,Twisted
Rick Groen,0,315297,Globe and Mail,It's always rather sad to watch gifted performers stranded in a tepid thriller.,2/27/04,14784,Twisted
Tom Long,0,315297,Detroit News,"As titles go, Twisted doesn't go quite far enough. Convoluted might have been better. Stretched also would have worked. Ridiculous would be most appropriate.",2/27/04,14784,Twisted
Terry Lawson,0,315297,Detroit Free Press,The script is credited to Sarah Thorp but has all the hallmarks of one of those screenplays that has gotten worse with every rewrite.,2/27/04,14784,Twisted
Robert Denerstein,0,315297,Denver Rocky Mountain News,Another thriller. Another plot full of holes. Another waste of time.,2/27/04,14784,Twisted
Lisa Schwarzbaum,0,119052,Entertainment Weekly,,9/7/11,11063,The Education of Little Tree
Emanuel Levy,1,119052,Variety,"Earnest but evocative, and in moments touching, chronicle of the turbulent childhood of a Cherokee orphan during the Depression.",6/26/06,11063,The Education of Little Tree
Jeff Strickler,0,119052,Minneapolis Star Tribune,,11/6/02,11063,The Education of Little Tree
,0,119052,Globe and Mail,,4/12/02,11063,The Education of Little Tree
Kevin Thomas,0,119052,Los Angeles Times,,2/14/01,11063,The Education of Little Tree
,0,119052,Houston Chronicle,,1/1/00,11063,The Education of Little Tree
Roger Ebert,1,119052,Chicago Sun-Times,,1/1/00,11063,The Education of Little Tree
Susan Stark,0,119052,Detroit News,,1/1/00,11063,The Education of Little Tree
,0,119052,USA Today,,1/1/00,11063,The Education of Little Tree
Lisa Schwarzbaum,0,119925,Entertainment Weekly,,9/7/11,13330,The Postman
Derek Adams,0,119925,Time Out,,6/24/06,13330,The Postman
,0,119925,Globe and Mail,,4/25/03,13330,The Postman
Jeff Strickler,0,119925,Minneapolis Star Tribune,,11/6/02,13330,The Postman
Kenneth Turan,0,119925,Los Angeles Times,,2/14/01,13330,The Postman
Joe Baltake,0,119925,Sacramento Bee,,1/1/00,13330,The Postman
Susan Stark,0,119925,Detroit News,,1/1/00,13330,The Postman
Stephen Holden,0,119925,New York Times,,1/1/00,13330,The Postman
James Berardinelli,0,119925,ReelViews,,1/1/00,13330,The Postman
Peter Stack,0,119925,San Francisco Chronicle,,1/1/00,13330,The Postman
,0,119925,Houston Chronicle,,1/1/00,13330,The Postman
Roger Ebert,0,119925,Chicago Sun-Times,,1/1/00,13330,The Postman
,0,119925,Entertainment Weekly,,12/25/97,13330,The Postman
Lisa Schwarzbaum,1,119314,Entertainment Weekly,,9/7/11,10133,The Horse Whisperer
Todd McCarthy,1,119314,Variety,"Directing himself for the first time, Redford has lavished his usual meticulous care on popular material that comes alive on the screen in ways that it never could on the page.",11/8/07,10133,The Horse Whisperer
Jonathan Rosenbaum,0,119314,Chicago Reader,This has loads of craft and honor but never quite takes off.,11/8/07,10133,The Horse Whisperer
Andrew Sarris,1,119314,New York Observer,"We are not talking postmodern or even modern here, but the best kind of old-fashioned.",4/27/07,10133,The Horse Whisperer
,0,119314,Time Out,It's a film-maker's love letter to himself.,6/24/06,10133,The Horse Whisperer
Kenneth Turan,0,119314,Los Angeles Times,That lack of identifiable passion is The Horse Whisperer's most vexing problem.,2/14/01,10133,The Horse Whisperer
Janet Maslin,1,119314,New York Times,What The Horse Whisperer loses in storybook romance it gains in rock-solid values and a stirringly profound respect for nature...,1/1/00,10133,The Horse Whisperer
Ruthe Stein,0,119314,San Francisco Chronicle,"As good as Redford and Scott Thomas are at the outset, they can't convey the passion necessary to make the affair believable.",1/1/00,10133,The Horse Whisperer
Stephanie Zacharek,0,119314,Salon.com,Redford seems to have fooled himself into thinking the story of The Horse Whisperer runs much deeper than it does.,1/1/00,10133,The Horse Whisperer
James Berardinelli,1,119314,ReelViews,A film as rich in its visual presentation as it is in its emotional resonance.,1/1/00,10133,The Horse Whisperer
Susan Stark,1,119314,Detroit News,"...an intelligent, lush-looking tale...",1/1/00,10133,The Horse Whisperer
Joe Baltake,1,119314,Sacramento Bee,...transporting and therapeutic...,1/1/00,10133,The Horse Whisperer
Roger Ebert,1,119314,Chicago Sun-Times,...there is a magnificence in his treatment here that dignifies what is essentially a soap opera.,1/1/00,10133,The Horse Whisperer
,1,119314,USA Today,,1/1/00,10133,The Horse Whisperer
,1,119314,Entertainment Weekly,,5/15/98,10133,The Horse Whisperer
Lisa Schwarzbaum,1,120521,Entertainment Weekly,,9/7/11,13707,The Winter Guest
Deborah Young,0,120521,Variety,,3/26/09,13707,The Winter Guest
,0,120521,Time Out,,1/26/06,13707,The Winter Guest
,1,120521,Globe and Mail,,4/25/03,13707,The Winter Guest
Jeff Strickler,0,120521,Minneapolis Star Tribune,,11/6/02,13707,The Winter Guest
Kevin Thomas,0,120521,Los Angeles Times,,2/14/01,13707,The Winter Guest
,0,120521,Houston Chronicle,,1/1/00,13707,The Winter Guest
James Berardinelli,1,120521,ReelViews,,1/1/00,13707,The Winter Guest
Susan Stark,0,120521,Detroit News,,1/1/00,13707,The Winter Guest
Roger Ebert,0,120521,Chicago Sun-Times,,1/1/00,13707,The Winter Guest
Ruthe Stein,0,120521,San Francisco Chronicle,,1/1/00,13707,The Winter Guest
Joe Baltake,0,120521,Sacramento Bee,,1/1/00,13707,The Winter Guest
Stanley Kauffmann,0,120521,The New Republic,,1/1/00,13707,The Winter Guest
Stephen Holden,0,120521,New York Times,,1/1/00,13707,The Winter Guest
,1,120521,Entertainment Weekly,,12/24/97,13707,The Winter Guest
Andrew Sarris,0,119396,New York Observer,,4/27/07,13004,Jackie Brown
David Ansen,1,119396,Newsweek,"The tale is filled with funny, gritty Tarantino lowlife gab and a respectable body count, but what is most striking is the film's gallantry and sweetness.",3/13/07,13004,Jackie Brown
Jonathan Rosenbaum,1,119396,Chicago Reader,"Quentin Tarantino puts together a fairly intricate and relatively uninvolving money-smuggling plot, but his cast is so good that you probably won't feel cheated.",3/13/07,13004,Jackie Brown
David Edelstein,1,119396,Slate,The film is more Jarmusch than Peckinpah -- its soul is in the minutiae.,3/13/07,13004,Jackie Brown
Todd McCarthy,1,119396,Variety,"Offers an abundance of pleasures, especially in the realm of characterization and atmosphere.",3/13/07,13004,Jackie Brown
Owen Gleiberman,1,119396,Entertainment Weekly,It's like a scuzz-bucket film noir directed by Stanley Kubrick at his most static-mesmeric.,2/27/07,13004,Jackie Brown
Geoff Andrew,1,119396,Time Out,"Tarantino's finest, most mature movie to date.",2/9/06,13004,Jackie Brown
David Denby,0,119396,New York Magazine,"Working from an Elmore Leonard novel, Tarantino has created a gangster fiction that is never larger than life and sometimes smaller.",8/7/04,13004,Jackie Brown
Rick Groen,1,119396,Globe and Mail,"Beyond the grasp of most directors, this is tour de force stuff -- definitely meriting the price of admission and almost worth the three-year wait.",4/12/02,13004,Jackie Brown
Kenneth Turan,0,119396,Los Angeles Times,A leisurely and easygoing diversion that goes down easy enough but is far from compelling.,2/14/01,13004,Jackie Brown
Jeff Millar,1,119396,Houston Chronicle,Turns out that author Elmore Leonard and director Quentin Tarantino are not the odd couple after all.,1/1/00,13004,Jackie Brown
Stanley Kauffmann,0,119396,The New Republic,"The flat, self-exposing dud that fate often keeps in store for the initially overpraised.",1/1/00,13004,Jackie Brown
Mike Clark,1,119396,USA Today,"Between Jackson's opining and De Niro's hopeless alibis when he messes up, Jackie is good for a bundle of bloody ho-ho-hos.",1/1/00,13004,Jackie Brown
Mick LaSalle,0,119396,San Francisco Chronicle,"Scene by scene, Jackie Brown is amusing, but after two hours, it seems sluggish, and at that point still has a half-hour to go.",1/1/00,13004,Jackie Brown
Charles Taylor,0,119396,Salon.com,"[Tarantino] wanted to give Grier a role worthy of her, and he has. If only he'd given her a movie worthy of her as well.",1/1/00,13004,Jackie Brown
Joe Baltake,1,119396,Sacramento Bee,A great actor's movie.,1/1/00,13004,Jackie Brown
James Berardinelli,1,119396,ReelViews,"An entertaining diversion, but not a masterpiece.",1/1/00,13004,Jackie Brown
Susan Stark,0,119396,Detroit News,[A] surprisingly sluggish Tarantino piece.,1/1/00,13004,Jackie Brown
Janet Maslin,0,119396,New York Times,"For all its enthusiasm, this film isn't sharp enough to afford all the time it wastes on small talk, long drives, trips to the mall and favorite songs played on car radios.",1/1/00,13004,Jackie Brown
Roger Ebert,1,119396,Chicago Sun-Times,"This is the movie that proves Tarantino is the real thing, and not just a two-film wonder boy.",1/1/00,13004,Jackie Brown
David Edelstein,1,119485,Slate,"The music ties together all the pretty pictures, gives the narrative some momentum, and helps to induce a kind of alert detachment, so that you're neither especially interested nor especially bored.",2/1/10,10521,Kundun
Owen Gleiberman,0,119485,Entertainment Weekly,"Scorsese has taken the harsh mystery out of Tibetan Buddhism, and out of its oppression, too.",2/1/10,10521,Kundun
Emanuel Levy,1,119485,Variety,"Disregarding commercial considerations, Scorsese's haunting meditation on Dalai Lama's early life is a majestic spectacle of images and sounds, but it's bogged down by a routine script that fails to offer fresh insights on Tibet's non-violent culture",12/20/06,10521,Kundun
,1,119485,Time Out,"Urged on by Philip Glass's throbbing, blaring score, the director conjures a phenomenal, trance-like climax, owing more to dreams, second sight and the mind's eye than conventional dramatic rhetoric.",6/24/06,10521,Kundun
,1,119485,Globe and Mail,A great film about a good man.,4/12/02,10521,Kundun
Kenneth Turan,0,119485,Los Angeles Times,"Careful and respectful, it is everything a movie about the Dalai Lama should be except dramatically involving.",2/14/01,10521,Kundun
Roger Ebert,1,119485,Chicago Sun-Times,"I admire Kundun for being so unreservedly committed to its vision, for being willing to cut loose from audience expectations and follow its heart.",1/1/00,10521,Kundun
Peter Stack,1,119485,San Francisco Chronicle,"Stunning, odd, glorious, calm and sensationally absorbing, director Martin Scorsese's Kundun is a remarkable piece of work with vital colors and a wrenching message.",1/1/00,10521,Kundun
Stephen Holden,1,119485,New York Times,"In imagining an exalted Buddhist version of a personal road not taken, Mr. Scorsese has made a film that is as much a prayer as it is a movie.",1/1/00,10521,Kundun
Susan Stark,1,119485,Detroit News,,1/1/00,10521,Kundun
Charles Taylor,1,119485,Salon.com,"Once you settle into the pace of the movie, you experience it as a continuous flow of incidents and images.",1/1/00,10521,Kundun
Jeff Millar,0,119485,Houston Chronicle,"Kundun is ceaselessly lovely to look at. But it is also exquisitely, meticulously, intently (gulp) ... dull.",1/1/00,10521,Kundun
James Berardinelli,0,119485,ReelViews,"While Kundun boasts impressive cinematography (by Roger Deakins) and an effective score (by Philip Glass), the images and music aren't enough to hide the picture's essential hollowness.",1/1/00,10521,Kundun
David Denby,0,119485,New York Magazine,"It's an extremely beautiful, boring movie.",1/1/00,10521,Kundun
,1,119485,USA Today,"In many ways, a remarkable achievement but also a singularly undynamic entry in the director's canon",1/1/00,10521,Kundun
Jonathan Rosenbaum,1,119485,Chicago Reader,"Throughout the film cause and effect, the mainspring of most narratives, is replaced by a sense of spiritual synchronicity.",1/1/00,10521,Kundun
Owen Gleiberman,0,119718,Entertainment Weekly,,9/7/11,11942,Mr. Magoo
Joe Leydon,0,119718,Variety,"By turns frenetic and flat-footed, Mr. Magoo is an uninspired live-action comedy.",5/16/08,11942,Mr. Magoo
Jonathan Rosenbaum,0,119718,Chicago Reader,"If you really hate your kids, pack them off to this slapdash farce, whose only funny moment is the PC disclaimer at the end about the Disney company's humanist concern for blind people.",5/16/08,11942,Mr. Magoo
Lawrence Van Gelder,0,119718,New York Times,"Incomplete as a cartoon, indecisive as comedy, halting as adventure, Mr. Magoo turns out to be a shortsighted project.",1/1/00,11942,Mr. Magoo
Jeff Millar,0,119718,Houston Chronicle,"Here's where I'm supposed to suggest how the film might be better. But I can't think of anything to say other than to make the film again, with different writers and a new director.",1/1/00,11942,Mr. Magoo
Peter Stack,0,119718,San Francisco Chronicle,Only a couple of good gags in its pileup of otherwise lame jokes keep the production from being an unqualified stinker.,1/1/00,11942,Mr. Magoo
James Berardinelli,0,119718,ReelViews,"Mr. Magoo is not just an insult to the blind and near-blind, it's an insult to every human being who has the misfortune to suffer through this dreadfully unfunny, 90 minute atrocity.",1/1/00,11942,Mr. Magoo
Susan Wloszczyna,0,119718,USA Today,"If you ever wanted to know how awful a Jackie Chan movie would be without Jackie Chan, this is it.",1/1/00,11942,Mr. Magoo
Roger Ebert,0,119718,Chicago Sun-Times,Mr. Magoo is transcendently bad. It soars above ordinary badness as the eagle outreaches the fly. There is not a laugh in it. Not one.,1/1/00,11942,Mr. Magoo
Todd McCarthy,0,118715,Variety,Adds up to considerably less than the sum of its often scintillating parts.,11/7/07,14281,The Big Lebowski
Andrew Sarris,1,118715,New York Observer,The result is a lot of laughs and a feeling of awe toward the craftsmanship involved. I doubt that there'll be anything else like it the rest of this year.,4/27/07,14281,The Big Lebowski
Geoff Andrew,1,118715,Time Out,"Far from being shallow pastiche, it's actually about something: what it means to be a man, to be a friend, and to be a 'hero' for a particular time and place.",6/24/06,14281,The Big Lebowski
Rick Groen,1,118715,Globe and Mail,A typical Coen brothers film is like no film you've ever seen.,4/25/03,14281,The Big Lebowski
Kenneth Turan,0,118715,Los Angeles Times,"As tempting as it is to completely dismiss The Big Lebowski, it's hard to do because the Coens are able to create wickedly funny eccentrics and possess the ability to energize certain actors to inhabit them completely.",2/14/01,14281,The Big Lebowski
James Berardinelli,1,118715,ReelViews,"The Big Lebowski is a mess. But what a glorious, wonderfully-entertaining mess it is.",1/1/00,14281,The Big Lebowski
Jonathan Rosenbaum,0,118715,Chicago Reader,"The Dude and Sobchak begin as caricatures too, but they're allowed to grow into something deeper, if only because the humanist economy of the Coens' surrealist vaudeville allows for a couple of human beings within the tapestry of freaks.",1/1/00,14281,The Big Lebowski
Roger Ebert,1,118715,Chicago Sun-Times,"It's weirdly engaging, like its hero.",1/1/00,14281,The Big Lebowski
,1,118715,USA Today,,1/1/00,14281,The Big Lebowski
Edward Guthmann,0,118715,San Francisco Chronicle,"There are more ideas here, more wacko side characters and plot curlicues than the film can support, and inevitably it deflates from having to shoulder so much.",1/1/00,14281,The Big Lebowski
Andrew O'Hehir,1,118715,Salon.com,A genial spoof about life on the unhinged margins of L.A. that's a lot more carefully constructed than it pretends to be.,1/1/00,14281,The Big Lebowski
Susan Stark,0,118715,Detroit News,,1/1/00,14281,The Big Lebowski
Janet Maslin,1,118715,New York Times,"This plot need not be taken too seriously. Watching it amble along is enough of a treat, since the Coens populate this story with oddballs and bowling balls of such comic variety.",1/1/00,14281,The Big Lebowski
Owen Gleiberman,1,118715,Entertainment Weekly,"Nearly everything in The Big Lebowski is a put-on, and all that leaves you with is the Coens' bizarrely over-deliberate, almost Teutonic form of rib nudging.",3/6/98,14281,The Big Lebowski
Owen Gleiberman,1,118566,Entertainment Weekly,,9/7/11,15912,Afterglow
Geoff Andrew,0,118566,Time Out,,6/24/06,15912,Afterglow
Emanuel Levy,1,118566,Variety,"The still strkingly beautiful Julie Christie renders such as glowing performance that she alone justifies viewing this incurable, frivolous romantic serio-comedy in which she plays B-Movie actress!",12/18/05,15912,Afterglow
Jeff Strickler,0,118566,Minneapolis Star Tribune,,11/6/02,15912,Afterglow
F.X. Feeney,0,118566,L.A. Weekly,,10/2/02,15912,Afterglow
,0,118566,Globe and Mail,,4/12/02,15912,Afterglow
Ruthe Stein,0,118566,San Francisco Chronicle,,1/1/00,15912,Afterglow
James Berardinelli,1,118566,ReelViews,,1/1/00,15912,Afterglow
,0,118566,Houston Chronicle,,1/1/00,15912,Afterglow
,0,118566,USA Today,,1/1/00,15912,Afterglow
Roger Ebert,1,118566,Chicago Sun-Times,How mysterious and intriguing some performances can be.,1/1/00,15912,Afterglow
Joe Baltake,0,118566,Sacramento Bee,,1/1/00,15912,Afterglow
Susan Stark,1,118566,Detroit News,,1/1/00,15912,Afterglow
Janet Maslin,0,118566,New York Times,,1/1/00,15912,Afterglow
,1,118566,Entertainment Weekly,,12/26/97,15912,Afterglow
Phil Gallo,0,119590,Variety,,2/23/12,14019,Ma vie en rose
Owen Gleiberman,1,119590,Entertainment Weekly,,9/7/11,14019,Ma vie en rose
Lisa Nesselson,0,119590,Variety,,10/18/08,14019,Ma vie en rose
Derek Adams,0,119590,Time Out,,2/9/06,14019,Ma vie en rose
,1,119590,Globe and Mail,,4/12/02,14019,Ma vie en rose
,0,119590,Houston Chronicle,,1/1/00,14019,Ma vie en rose
Stanley Kauffmann,0,119590,The New Republic,,1/1/00,14019,Ma vie en rose
Mick LaSalle,1,119590,San Francisco Chronicle,,1/1/00,14019,Ma vie en rose
Joe Baltake,0,119590,Sacramento Bee,,1/1/00,14019,Ma vie en rose
Stephen Holden,0,119590,New York Times,,1/1/00,14019,Ma vie en rose
James Berardinelli,1,119590,ReelViews,,1/1/00,14019,Ma vie en rose
Roger Ebert,1,119590,Chicago Sun-Times,,1/1/00,14019,Ma vie en rose
,1,119590,Entertainment Weekly,,12/26/97,14019,Ma vie en rose
Todd McCarthy,0,119223,Variety,,12/31/08,13258,Great Expectations
Derek Adams,0,119223,Time Out,,2/9/06,13258,Great Expectations
Jeff Strickler,0,119223,Minneapolis Star Tribune,,11/6/02,13258,Great Expectations
Ruthe Stein,0,119223,San Francisco Chronicle,,6/18/02,13258,Great Expectations
,1,119223,Globe and Mail,,4/12/02,13258,Great Expectations
Kenneth Turan,0,119223,Los Angeles Times,,2/14/01,13258,Great Expectations
Joe Baltake,0,119223,Sacramento Bee,,1/1/00,13258,Great Expectations
Stanley Kauffmann,0,119223,The New Republic,,1/1/00,13258,Great Expectations
James Berardinelli,1,119223,ReelViews,,1/1/00,13258,Great Expectations
Janet Maslin,0,119223,New York Times,,1/1/00,13258,Great Expectations
Susan Stark,0,119223,Detroit News,,1/1/00,13258,Great Expectations
,0,119223,Houston Chronicle,,1/1/00,13258,Great Expectations
Charles Taylor,0,119223,Salon.com,,1/1/00,13258,Great Expectations
,0,119223,USA Today,,1/1/00,13258,Great Expectations
Roger Ebert,1,119223,Chicago Sun-Times,,1/1/00,13258,Great Expectations
,0,119223,Entertainment Weekly,,1/30/98,13258,Great Expectations
Joe Leydon,0,118539,Variety,,3/26/09,12347,3 Ninjas: High Noon at Mega Mountain
,0,118539,L.A. Weekly,,3/16/05,12347,3 Ninjas: High Noon at Mega Mountain
,0,118539,Los Angeles Times,,5/3/01,12347,3 Ninjas: High Noon at Mega Mountain
Anita Gates,0,118539,New York Times,,1/1/00,12347,3 Ninjas: High Noon at Mega Mountain
Peter Stack,0,118539,San Francisco Chronicle,,1/1/00,12347,3 Ninjas: High Noon at Mega Mountain
Leonard Klady,0,119988,Variety,,3/26/09,15473,Caught Up
Lawrence Van Gelder,0,119988,New York Times,,5/20/03,15473,Caught Up
Susan Stark,0,119988,Detroit News,,1/1/00,15473,Caught Up
Roger Ebert,0,119988,Chicago Sun-Times,,1/1/00,15473,Caught Up
,0,119988,Houston Chronicle,,1/1/00,15473,Caught Up
Joe Baltake,0,119988,Sacramento Bee,,1/1/00,15473,Caught Up
James Berardinelli,0,119988,ReelViews,,1/1/00,15473,Caught Up
Daniel M. Kimmel,1,129758,Variety,"Film is a fascinating documentation of an important chapter in the history of 20th century American intellectuals, but as such will have a limited audience.",4/27/05,20431,Arguing the World
,0,129758,Los Angeles Times,,2/14/01,20431,Arguing the World
Stanley Kauffmann,0,129758,The New Republic,,1/1/00,20431,Arguing the World
David Denby,0,129758,New York Magazine,,1/1/00,20431,Arguing the World
Stephen Holden,0,129758,New York Times,,1/1/00,20431,Arguing the World
Joe Leydon,0,120670,Variety,,3/26/09,16232,Firestorm
,0,120670,Entertainment Weekly,,12/17/08,16232,Firestorm
Liam Lacey,0,120670,Globe and Mail,"In movies, as in life, you take your warmth where you can find it, but this particular wienie roast is bound to leave you cold.",4/12/02,16232,Firestorm
Kevin Thomas,0,120670,Los Angeles Times,,2/14/01,16232,Firestorm
Stephen Holden,0,120670,New York Times,,1/1/00,16232,Firestorm
James Berardinelli,0,120670,ReelViews,,1/1/00,16232,Firestorm
Peter Stack,0,120670,San Francisco Chronicle,,1/1/00,16232,Firestorm
,0,120670,USA Today,,1/1/00,16232,Firestorm
Owen Gleiberman,0,120820,Entertainment Weekly,,9/7/11,15497,Senseless
,0,120820,Entertainment Weekly,,12/25/10,15497,Senseless
Todd McCarthy,0,120820,Variety,,10/18/08,15497,Senseless
Jeff Strickler,0,120820,Minneapolis Star Tribune,,11/6/02,15497,Senseless
,0,120820,Globe and Mail,,7/12/02,15497,Senseless
Kevin Thomas,0,120820,Los Angeles Times,,2/14/01,15497,Senseless
Joe Baltake,0,120820,Sacramento Bee,,1/1/00,15497,Senseless
,0,120820,Houston Chronicle,,1/1/00,15497,Senseless
Janet Maslin,0,120820,New York Times,,1/1/00,15497,Senseless
Susan Stark,0,120820,Detroit News,,1/1/00,15497,Senseless
,0,120820,USA Today,,1/1/00,15497,Senseless
Roger Ebert,0,120820,Chicago Sun-Times,,1/1/00,15497,Senseless
Mick LaSalle,0,120820,San Francisco Chronicle,,1/1/00,15497,Senseless
Jonathan Rosenbaum,1,120885,Chicago Reader,Hilary Henkin and David Mamet's script is gleefully hyperbolic without ever straying from its political target.,3/30/09,13237,Wag the Dog
,0,120885,Time Out,"Lazily assembled by director Levinson, it slides into a series of soft, extended skits on engineering a media war, not helped by several badly handled leaps in the story.",1/26/06,13237,Wag the Dog
Rick Groen,1,120885,Globe and Mail,"Amusing as it is, Wag The Dog does what it purports to sat irize -- the bark is real but the teeth aren't.",4/12/02,13237,Wag the Dog
Godfrey Cheshire,1,120885,Variety,"The pacing is crisp, the dialogue quippy and fast, the tone arch but energetic.",2/14/01,13237,Wag the Dog
Kenneth Turan,1,120885,Los Angeles Times,"A wicked smart satire on the interlocking worlds of politics and show business, Wag the Dog confirms every awful thought you've ever had about media manipulation and the gullibility of the American public.",2/14/01,13237,Wag the Dog
Lucy Mohl,0,120885,Film.com,"When the film makes the leap from plausibly outrageous to pure satire, it slips, and the logic goes with it.",1/1/00,13237,Wag the Dog
Janet Maslin,1,120885,New York Times,"Swift, hilarious and impossible to resist.",1/1/00,13237,Wag the Dog
Gene Siskel,1,120885,Chicago Tribune,A bright idea well realized by director Barry Levinson.,1/1/00,13237,Wag the Dog
Mick LaSalle,1,120885,San Francisco Chronicle,"Between the laughs, there are moments that ring so true they can raise goosebumps.",1/1/00,13237,Wag the Dog
James Berardinelli,1,120885,ReelViews,"The movie is intelligent, but it's also a lot of fun.",1/1/00,13237,Wag the Dog
Richard Schickel,1,120885,TIME Magazine,"Director Barry Levinson and writers Hilary Henkin and David Mamet (no less) have obviously known their share of Stanleys, and we have no trouble believing in him.",1/1/00,13237,Wag the Dog
David Denby,1,120885,New York Magazine,"The picture conveys an irresistible pleasure in fakery for its own sake, and that's its charm.",1/1/00,13237,Wag the Dog
Joe Baltake,1,120885,Sacramento Bee,"Wicked, poisonous fun.",1/1/00,13237,Wag the Dog
